,name,link,link_employer,salary,salary_min,salary_max,salary_cur
90,Специалист службы технической поддержки,https://hh.ru/vacancy/46858459?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4512098,40000 – 60000 руб.,40000.0,60000.0,руб
91,Инженер ОТК (отдела технического контроля),https://hh.ru/vacancy/44708916?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/540836,,,,
92,Программист-разработчик сетевых и телекоммуникационных приложений,https://hh.ru/vacancy/47247351?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/115313,,,,
93,Электрик (монтаж и наладка камер видеонаблюдения),https://hh.ru/vacancy/46515875?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4600821,60000 – 60000 руб.,60000.0,60000.0,руб
94,Специалист по ЭКБ,https://hh.ru/vacancy/46807200?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/6909,,,,
95,Ведущий инженер-схемотехник СВЧ систем,https://hh.ru/vacancy/47185145?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4659934,,,,
96,Инженер по созданию бортовых электронных систем,https://hh.ru/vacancy/46349563?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/901158,,,,
97,Программист (Middle) (чистый С под Linux),https://hh.ru/vacancy/39884210?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2378475,100000 – 130000 руб.,100000.0,130000.0,руб
98,Программист Web-интерфейса,https://hh.ru/vacancy/45333228?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/122070,,,,
99,Web-программист,https://hh.ru/vacancy/46012384?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/122070,,,,
100,Техник в отдел испытаний,https://hh.ru/vacancy/47103523?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5102998,от 65000 руб.,65000.0,,руб
101,Software Development Engineer in Test (KasperskyOS Community Edition),https://hh.ru/vacancy/47138640?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1057,,,,
102,Ведущий инженер-разработчик АСУ ТП (аналоговая схемотехника),https://hh.ru/vacancy/46406265?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3237,,,,
103,Разработчик (электроника),https://hh.ru/vacancy/47101108?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/121764,от 150000 руб.,150000.0,,руб
104,Инженер-разработчик в отдел тестирования,https://hh.ru/vacancy/46702087?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3237,,,,
105,Ведущий инженер по испытаниям ЭМС (Ведущий инженер исследователь ЭМС),https://hh.ru/vacancy/44652766?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/540836,,,,
106,Инженер-электроник,https://hh.ru/vacancy/44328042?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3392719,,,,
107,Инженер-разработчик (силовая электроника),https://hh.ru/vacancy/46352692?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2730053,,,,
108,Инженер-конструктор печатных плат (1350),https://hh.ru/vacancy/46772615?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1075252,,,,
109,Инженер по разработке СВЧ устройств,https://hh.ru/vacancy/44725106?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1265869,от 65000 руб.,65000.0,,руб
110,Инженер-программист микроконтроллеров (1350),https://hh.ru/vacancy/46774597?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1075252,,,,
111,Ремонтник Светильников,https://hh.ru/vacancy/47088560?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2689722,от 50000 руб.,50000.0,,руб
112,Инженер-разработчик ПЛИС (FPGA)(1350),https://hh.ru/vacancy/46775722?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1075252,,,,
113,Ведущий инженер-программист Linux,https://hh.ru/vacancy/43427377?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/540836,,,,
114,Программист микроконтроллеров,https://hh.ru/vacancy/46931039?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3778,,,,
115,Разработчик ПЛИС,https://hh.ru/vacancy/37133746?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1265869,от 90000 руб.,90000.0,,руб
116,Инженер-радиотехник,https://hh.ru/vacancy/46745973?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1901535,от 80000 руб.,80000.0,,руб
117,Руководитель отдела АСУТП,https://hh.ru/vacancy/47089639?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/226306,,,,
118,Начальник смены сборочного участка,https://hh.ru/vacancy/44252150?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/14907,,,,
119,Ведущий разработчик С++,https://hh.ru/vacancy/46252696?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3778,,,,
120,Инженер электротехник,https://hh.ru/vacancy/46611437?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3004599,50000 – 70000 руб.,50000.0,70000.0,руб
121,Инженер по ремонту,https://hh.ru/vacancy/47025259?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/10627,от 65000 руб.,65000.0,,руб
122,Ведущий Инженер-конструктор (системы управления КА),https://hh.ru/vacancy/44568768?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/835457,,,,
123,Архитектор ПО сервер / СХД,https://hh.ru/vacancy/44344500?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1171,,,,
124,Инженер технической поддержки,https://hh.ru/vacancy/46884669?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2190942,70000 – 70000 руб.,70000.0,70000.0,руб
125,Junior Разработчик IoT устройств / Программист микроконтроллеров,https://hh.ru/vacancy/47014785?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3528100,90000 – 140000 руб.,90000.0,140000.0,руб
126,Администратор библиотеки электронных компонентов,https://hh.ru/vacancy/47016742?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/230005,,,,
127,Ведущий инженер по электроавтоматике,https://hh.ru/vacancy/45629507?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1346?dpt=cherkizovo-1346-maso,,,,
128,Инженер по нормированию труда,https://hh.ru/vacancy/44836223?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3534,от 65000 руб.,65000.0,,руб
129,Инженер проектировщик Eplan Electric,https://hh.ru/vacancy/47007991?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/45551,,,,
130,Инженер-электронщик,https://hh.ru/vacancy/46988947?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/45551,,,,
131,Инженер-электронщик,https://hh.ru/vacancy/46161230?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2603123,от 70000 руб.,70000.0,,руб
132,Электромонтер/механик по оборудованию в международную Компанию,https://hh.ru/vacancy/46294813?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4760,от 70000 руб.,70000.0,,руб
133,Технолог,https://hh.ru/vacancy/47001876?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5159257,70000 – 100000 руб.,70000.0,100000.0,руб
134,Fullstack Developer,https://hh.ru/vacancy/38030612?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/29316,,,,
135,Разработчик IoT-устройств/ПО для видеодомофонов,https://hh.ru/vacancy/47020420?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2863992,от 60000 руб.,60000.0,,руб
136,Сервисный инженер (лабораторное оборудование),https://hh.ru/vacancy/44177330?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/16266,от 100000 руб.,100000.0,,руб
137,Инженер-проектировщик систем слабых токов,https://hh.ru/vacancy/46847353?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4748753,,,,
138,Инженер по электромагнитной совместимости,https://hh.ru/vacancy/46152635?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/701926,от 80000 руб.,80000.0,,руб
139,Инженер-радиотехник,https://hh.ru/vacancy/46948104?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5314679,,,,
140,Инженер-электроник,https://hh.ru/vacancy/46824069?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/145405,от 80000 руб.,80000.0,,руб
141,Монтажник РЭА 4 разряда,https://hh.ru/vacancy/45272232?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/701926,от 65000 руб.,65000.0,,руб
142,Регулировщик РЭА и приборов/Инженер-тестировщик,https://hh.ru/vacancy/46829204?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4162726,от 52000 руб.,52000.0,,руб
143,Старший инженер программист (embedded system),https://hh.ru/vacancy/46061514?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/701926,от 80000 руб.,80000.0,,руб
144,Программист Embedded engineer,https://hh.ru/vacancy/46061865?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/701926,,,,
145,Системный инженер по радиокомплексам,https://hh.ru/vacancy/46122829?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5266429,,,,
146,Инженер-разработчик новой техники в лабораторию детекторов излучений,https://hh.ru/vacancy/45385836?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3392719,,,,
147,Инженер-разработчик 1 категории,https://hh.ru/vacancy/43803576?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3392719,,,,
148,Руководитель отдела разработки РЭА,https://hh.ru/vacancy/46842718?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5266429,,,,
149,Руководитель проекта по биомедицинской инженерии,https://hh.ru/vacancy/46868885?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5608820,от 4500 USD,4500.0,,USD
150,Инженер-разработчик решений на ПЛИС,https://hh.ru/vacancy/46026907?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2516534,от 150000 руб.,150000.0,,руб
151,Инженер-тестировщик,https://hh.ru/vacancy/46024515?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/701926,от 60000 руб.,60000.0,,руб
152,Инженер-электроник (ремонт электронных модулей),https://hh.ru/vacancy/45982350?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/701926,от 66000 руб.,66000.0,,руб
153,Конструктор,https://hh.ru/vacancy/46803983?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/23427,,,,
154,Инженер-программист микроконтроллеров,https://hh.ru/vacancy/45140778?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/29316,от 150000 руб.,150000.0,,руб
155,Инженер II категории ( радиационная стойкость),https://hh.ru/vacancy/45977172?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/154979,от 50000 руб.,50000.0,,руб
156,Senior С++ developer,https://hh.ru/vacancy/46842765?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5266429,,,,
157,Ведущий инженер (печатные платы),https://hh.ru/vacancy/46795762?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1188681,,,,
158,Программист,https://hh.ru/vacancy/46803997?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/23427,,,,
159,Инженер-робототехник,https://hh.ru/vacancy/46789314?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/23148,,,,
160,"Техник/монтажник опто-волоконных и слаботочных сетей (ООО ""ОДПС Сколково"")",https://hh.ru/vacancy/46379162?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/920692,от 95000 руб.,95000.0,,руб
161,Инженер-испытатель,https://hh.ru/vacancy/40479120?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/701926,от 50000 руб.,50000.0,,руб
162,Инженер КИПиА,https://hh.ru/vacancy/44302614?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/172343,от 50000 руб.,50000.0,,руб
163,Инженер-электронщик (г. Шэньчжэнь),https://hh.ru/vacancy/43566600?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4659934,,,,
164,Инженер-электроник,https://hh.ru/vacancy/46617437?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3852822,120000 – 150000 руб.,120000.0,150000.0,руб
165,Технический директор,https://hh.ru/vacancy/46677525?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1549695,,,,
166,Ведущий тестировщик встроенного ПО микроконтроллеров,https://hh.ru/vacancy/41760874?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1416424,120000 – 140000 руб.,120000.0,140000.0,руб
167,Инженер (радиационная стойкость ЭРИ),https://hh.ru/vacancy/46606754?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5162605,,,,
168,Ведущий инженер-электронщик,https://hh.ru/vacancy/46369810?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4954,от 100000 руб.,100000.0,,руб
169,Инженер внедрения ПАК в общественном транспорте,https://hh.ru/vacancy/44837391?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/2679520,от 80000 руб.,80000.0,,руб
170,Инженер 2 категории Группы сервиса робототехники,https://hh.ru/vacancy/45350283?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/31195,от 80000 руб.,80000.0,,руб
171,Инженер 1 категории,https://hh.ru/vacancy/46597291?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/5162605,,,,
172,Специалист по ТЗИ (ДСР),https://hh.ru/vacancy/45853118?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/145408,65000 – 65000 руб.,65000.0,65000.0,руб
173,Испытатель радиоэлектронных приборов,https://hh.ru/vacancy/46566933?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/4460289,50000 – 74000 руб.,50000.0,74000.0,руб
174,Инженер -электроник (бортовые и наземные электрические комплексы средств выведения),https://hh.ru/vacancy/42629399?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/835457,65000 – 95000 руб.,65000.0,95000.0,руб
175,Инженер-электроник (система электроснабжения космического летательного аппарата),https://hh.ru/vacancy/39420395?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/835457,от 85000 руб.,85000.0,,руб
176,Монтажник радиоаппаратуры,https://hh.ru/vacancy/46588787?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/577425,50000 – 70000 руб.,50000.0,70000.0,руб
177,Управляющий - администратор в детский центр,https://hh.ru/vacancy/46674003?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1689259,,,,
178,Инженер по эксплуатации и ремонту электропоездов г. Москва,https://hh.ru/vacancy/46594463?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/3615473,,,,
179,Инженер-программист АСУ ТП,https://hh.ru/vacancy/46551811?from=vacancy_search_list&query=%D0%A1%D1%85%D0%B5%D0%BC%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA,https://www.hh.ru/employer/1714327,,,,
